project_id,block_order,block_type,layout_style,content_1_cn (左侧/主内容),content_1 _en(左侧/主内容),content_2_cn (右侧/次内容),content_2_en (右侧/次内容)
shanghai-suitangli,8,text_1col,align-center,*在推杯换盏的流光中，品味到的不仅是珍馐美馔，更是被光影精心雕琢的曼妙时光。*,"*In the flowing light of clinking glasses, what one tastes is not just delicacies, but the graceful time meticulously carved by light and shadow.*",,
nanjing-changlefang,1,text_1col,align-center,"### 重塑明代风华的沉浸街区
南京金陵长乐坊作为历史文化街区商业焕新的代表，照明设计深谙古建保护与现代审美的平衡之道。通过定制的暖光调色系统，温润的红光被巧妙用于重塑明代建筑风情；宫灯造型的创新运用与光影的交织，打造出让人仿佛穿越时空的沉浸式文旅空间，赋予历史街区在夜晚全新的生命力与商业价值。","### Immersive District Reshaping Ming Dynasty Elegance
As a representative of historical and cultural district renewal, the Nanjing Jinling Changlefang lighting design deeply understands the balance between ancient architecture preservation and modern aesthetics. Using a custom warm-light tuning system, gentle red hues ingeniously resurrect the Ming Dynasty architectural charm. The innovative use of palace lantern motifs interlaced with dynamic shadows crafts a time-traveling immersive cultural tourism space.",,
nanjing-changlefang,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/02.webp,,,
nanjing-changlefang,3,text_2col,50-50,"### 一梦回金陵的叙事光影
原为90年代针织内衣厂旧址的长乐坊，如今被改造成新中式园林商业街区。照明设计以“科举赴考-金榜题名”为动线叙事轴心。从入口牌坊的庄重投光，到深巷中摇曳的定制宫灯，光影犹如一条隐形的红线，牵引着游人步步深入，体验一场跨越六百年的金陵幻梦。","### Narrative Lighting: A Dream Back to Jinling
Formerly a 1990s knitting factory, Changlefang is now a Neo-Chinese garden commercial district. The lighting design uses 'Heading for Exams - Attaining Scholarly Honor' as the narrative axis for circulation. From the solemn floodlights at the entrance archway to the swaying custom palace lanterns in deep alleys, light acts as an invisible thread, guiding visitors to experience a Jinling illusion spanning 600 years.","### 繁华商街与静谧园林的平衡
商铺、转角与内庭院的光环境处理极其考究。沿街商铺采用高显色性的内透光吸引客流，而一旦转入内苑，照度瞬间降维，仅以低矮的草坪灯与水景洗墙灯勾勒出假山流水与亭台楼阁。这种明暗交织的节奏感，既满足了现代商业的活力需求，又守住了古建园林应有的静谧与雅致。","### Balancing Bustling Streets and Tranquil Gardens
The light environment for shops, corners, and inner courtyards is extremely refined. Street-facing shops use high-CRI internal glow to attract traffic, but upon entering the inner garden, illuminance drops instantly, using only low lawn lights and water feature wall-washers to trace rockeries and pavilions. This rhythmic interplay of light and dark satisfies modern commercial vitality while preserving the tranquility of ancient gardens."
nanjing-changlefang,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/09.webp",,,
nanjing-changlefang,5,text_1col,align-left,"### 古建材质的精准渲染
朱红的柱漆、青灰的瓦片、温润的木雕，在夜间如何真实还原？RDI照明团队经过多轮现场样板测试，最终选定了特定波段的暖白光结合局部红光谱补正。光线抚过飞檐翘角，不仅没有生硬的“仿古”做作感，反而激发出历史材质本身的温润质感，让古典文化在夜色中鲜活复苏。","### Precise Rendering of Ancient Materials
How to authentically restore crimson pillar paint, slate-gray tiles, and warm wood carvings at night? After multiple on-site mockups, the RDI lighting team selected specific bands of warm white light combined with localized red spectrum correction. Light brushes over the upturned eaves, leaving no stiff 'fake antique' feeling, but rather stimulating the warm texture of the historical materials themselves.",,
nanjing-changlefang,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/10.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/11.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/12.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/13.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/14.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/15.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/16.webp",,,
nanjing-changlefang,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-changlefang/17.webp,,,
nanjing-changlefang,8,text_1col,align-center,*旧厂老巷化作盛世图景，提一盏灯笼，我们在光影深处与千年前的繁华撞个满怀。*,"*Old factories and alleys transform into a flourishing landscape; holding a lantern, we embrace the prosperity of a millennium ago deep within the light and shadow.*",,
shanghai-expo-greenhouse,1,text_1col,align-center,"### 梦幻般的夜间生态剧场
上海世博文化公园温室馆，是一座集自然景观与前卫建筑于一体的都市绿洲。照明设计在这里承担了重塑“夜间自然”的使命，通过极高精度的光束投射与色彩渐变控制，植物群落在夜色中焕发出奇幻的生命张力。室内光影不仅满足了生态照明需求，更上演了一场沉浸式的植物光影秀，为城市公共景观照明树立了新标杆。","### A Dreamlike Nocturnal Ecological Theater
The Shanghai Expo Culture Park Greenhouse is an urban oasis blending natural landscapes with avant-garde architecture. The lighting design takes on the mission of reinventing 'nocturnal nature'. Through ultra-precise beam projection and gradient color control, the flora radiates a magical vitality at night. The interior illumination stages an immersive botanical light show, setting a new benchmark for urban landscape lighting.",,
shanghai-expo-greenhouse,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/02.webp,,,
shanghai-expo-greenhouse,3,text_2col,50-50,"### 越界自然的光影重塑
植物生长的自然规律在夜晚被暂时“悬置”，取而代之的是一场由算法与光学交织的艺术盛宴。海市沙洲馆中，高精度的投光灯将深邃的蓝紫色光晕洒向沙漠植物区，粗犷的仙人掌在冷色调的勾勒下显得奇幻而神秘，彻底颠覆了人们对植物夜间形态的固有认知。","### Reshaping Nature Beyond Boundaries
The natural laws of plant growth are temporarily 'suspended' at night, replaced by an art feast interwoven with algorithms and optics. In the Mirage Desert Pavilion, high-precision floodlights cast profound blue-purple halos onto the desert flora. Rough cacti appear magical and mysterious outlined in cool tones, completely subverting conventional perceptions of nocturnal plant forms.","### 移步换景的沉浸式游园
光影跟随着游人的步调在空间中流转。从“峡谷飞瀑”的动态波纹光，到“云上森林”中透过树冠洒落的迷离斑驳，每一个展区都有专属的光影情感剧本。通过隐藏在岩石、水下与高空栈道底部的灯具，设计团队完美消解了工业设备的冰冷感，让光仿佛是从自然地貌中自然生长出来的精灵。","### Immersive Garden Strolling with Changing Views
Light and shadow flow through the space following the visitors' pace. From the dynamic ripple lights of the 'Canyon Waterfall' to the dappled beams falling through the canopy in the 'Cloud Forest', each zone has a dedicated lighting emotion script. By hiding fixtures in rocks, underwater, and under elevated walkways, the team perfectly dissolved industrial coldness, making light appear as elves organically grown from the natural landscape."
shanghai-expo-greenhouse,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/09.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/10.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/11.webp",,,
shanghai-expo-greenhouse,5,text_1col,align-left,"### 超越植物照明的光学挑战
在充满高湿度与复杂水景的温室环境中，灯具的防眩光、防水防腐蚀以及散热面临着极限挑战。团队不仅要确保植物在人工光干预下的健康生长，还要防止乱反射的杂光破坏玻璃穹顶外部的纯净夜景。这是一个融合了园艺学、光学与建筑工程学的跨界壮举。","### Optical Challenges Beyond Botanical Lighting
In a greenhouse environment filled with high humidity and complex waterscapes, anti-glare, waterproofing, corrosion resistance, and heat dissipation of fixtures faced extreme challenges. The team not only had to ensure the healthy growth of plants under artificial light intervention but also prevent stray reflections from ruining the pure night view outside the glass dome. This is a crossover feat blending horticulture, optics, and architectural engineering.",,
shanghai-expo-greenhouse,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/13.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/14.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/15.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/16.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/17.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/18.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/19.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/20.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/21.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/22.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/23.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/24.webp",,,
shanghai-expo-greenhouse,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-expo-greenhouse/25.webp,,,
shanghai-expo-greenhouse,8,text_1col,align-center,*城市之肺在夜色中呼吸，光与绿色交织成一首写给未来地球的浪漫赞美诗。*,*The lungs of the city breathe in the night; light and green interweave into a romantic hymn dedicated to the future Earth.*,,
zhengzhou-greenland,1,text_1col,align-center,"### 中原夜空的地标图腾
郑州绿地千玺广场高达280米，建筑外形充满东方神韵。照明设计不仅解决了高空酒店大堂的自然采光难题，更通过塔顶反射材料将阳光引入中庭。夜幕降临，塔顶镜面结合灯光呈现烟花般璀璨的形态；外立面通过隐藏式泛光照明与精准光束角控制，勾勒出玲珑剔透的建筑肌理，使其成为郑州最具代表性的超高层地标夜景。","### A Landmark Totem in the Central Plains Night Sky
Standing 280 meters tall with an Oriental aesthetic, the Zhengzhou Greenland Center solves natural daylighting for the high-altitude hotel lobby by using mirror reflectors. At night, the crown transforms into a luminous firework display. Concealed floodlighting outlines the building's intricate facade, establishing it as Zhengzhou's most iconic supertall landmark.",,
zhengzhou-greenland,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/zhengzhou-greenland/02.webp,,,
zhengzhou-greenland,3,text_2col,50-50,"### 自然采光的大胆实验
在SOM担纲的建筑结构之上，如何为塔楼顶部深处的中庭引入阳光成为了一项巨大的挑战。照明设计团队突破常规，利用塔冠巨大的塔尖与幕墙顶部的镜面反射板，宛如一组宏大的光学仪器，将白昼的阳光层层折射引入室内，让高空大堂沐浴在生机勃勃的自然光中，不仅极大地节约了能源，更创造了独一无二的空间体验。","### A Bold Experiment in Natural Daylighting
On top of the architectural structure led by SOM, introducing sunlight into the deep atrium at the top of the tower posed a massive challenge. The lighting team broke conventions, utilizing the crown's massive spire and mirror reflectors at the curtain wall's top like a grand optical instrument. It refracts daylight into the interior, bathing the high-altitude lobby in vibrant natural light, saving energy and creating a unique spatial experience.","### 夜空中的璀璨烟花
当夜幕替代白昼，塔冠的镜面系统转变了它的角色。精心布置的LED投光设备自下而上照亮这些反射面，原本用于折射阳光的金属构件在夜空中迸发出夺目的光芒。整个建筑顶端宛如一朵正在中原大地上空华丽绽放的烟花，无论从城市哪个角落眺望，都是极具视觉冲击力的视觉图腾。","### Brilliant Fireworks in the Night Sky
When night replaces day, the crown's mirror system shifts its role. Carefully arranged LED floodlights illuminate these reflective surfaces from below. The metal components, originally used to refract sunlight, burst with dazzling radiance in the night sky. The entire building top resembles a gorgeous firework blooming above the Central Plains, forming a highly impactful visual totem from any corner of the city."
